,report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
1560,1997,NJNPD00,"Newark, NJ",264270.0,7227.0,57.0,170.0,3558.0,3442.0,12.0,2734.7,21.57,64.33,1346.35,1302.46
1561,1997,CA00109,"Oakland, CA",376696.0,8229.0,99.0,306.0,4342.0,3482.0,12.0,2184.52,26.28,81.23,1152.65,924.35
1562,1997,OK05506,"Oklahoma City, OK",472046.0,5065.0,59.0,409.0,3200.0,1397.0,12.0,1072.99,12.5,86.64,677.9,295.95
1563,1997,NB02802,"Omaha, NE",351745.0,4873.0,31.0,176.0,3848.0,818.0,12.0,1385.38,8.81,50.04,1093.97,232.55
1564,1997,FL04804,"Orlando, FL",185837.0,4240.0,14.0,174.0,2790.0,1262.0,12.0,2281.57,7.53,93.63,1501.32,679.09
1565,1997,PAPEP00,"Philadelphia, PA",1524409.0,19204.0,418.0,650.0,6198.0,11938.0,12.0,1259.77,27.42,42.64,406.58,783.12
1566,1997,AZ00723,"Phoenix, AZ",1172538.0,10376.0,175.0,428.0,6048.0,3725.0,12.0,884.92,14.92,36.5,515.8,317.69
1567,1997,PAPPD00,"Pittsburgh, PA",353248.0,2778.0,50.0,175.0,1010.0,1543.0,12.0,786.42,14.15,49.54,285.92,436.8
1568,1997,OR02602,"Portland, OR",473696.0,7600.0,46.0,356.0,5250.0,1948.0,12.0,1604.4,9.71,75.15,1108.31,411.23
1569,1997,MD01721,"Prince George's County, MD",647142.0,6331.0,75.0,300.0,3143.0,2813.0,12.0,978.3,11.59,46.36,485.67,434.68
1570,1997,NC09201,"Raleigh, NC",248591.0,2256.0,23.0,102.0,1404.0,727.0,12.0,907.51,9.25,41.03,564.78,292.45
1571,1997,CA03404,"Sacramento, CA",383921.0,3717.0,41.0,161.0,1664.0,1851.0,12.0,968.17,10.68,41.94,433.42,482.13
1572,1997,UT01803,"Salt Lake City, UT",185553.0,1467.0,21.0,141.0,685.0,620.0,12.0,790.61,11.32,75.99,369.17,334.14
1573,1997,TXSPD00,"San Antonio, TX",1038086.0,4170.0,95.0,618.0,1421.0,2036.0,12.0,401.7,9.15,59.53,136.89,196.13
1574,1997,CA03711,"San Diego, CA",1182653.0,9789.0,67.0,384.0,6734.0,2604.0,12.0,827.72,5.67,32.47,569.4,220.18
1575,1997,CA03801,"San Francisco, CA",754239.0,8549.0,59.0,233.0,3651.0,4606.0,12.0,1133.46,7.82,30.89,484.06,610.68
1576,1997,CA04313,"San Jose, CA",840529.0,6191.0,43.0,375.0,4865.0,908.0,12.0,736.56,5.12,44.61,578.8,108.03
1577,1997,WASPD00,"Seattle, WA",547209.0,5002.0,49.0,218.0,2654.0,2081.0,12.0,914.09,8.95,39.84,485.01,380.29
1578,1997,MOSPD00,"St. Louis, MO",377221.0,9591.0,153.0,225.0,5641.0,3572.0,12.0,2542.54,40.56,59.65,1495.41,946.93
1579,1997,NY05101,"Suffolk County, NY",1215017.0,2080.0,33.0,34.0,1120.0,893.0,10.0,171.19,2.72,2.8,92.18,73.5
1580,1997,FL02902,"Tampa, FL",299867.0,7988.0,35.0,265.0,5149.0,2539.0,12.0,2663.85,11.67,88.37,1717.09,846.71
1581,1997,AZ01003,"Tucson, AZ",485933.0,5116.0,50.0,291.0,3329.0,1446.0,12.0,1052.82,10.29,59.88,685.07,297.57
1582,1997,OK07205,"Tulsa, OK",381639.0,4596.0,40.0,278.0,3361.0,917.0,12.0,1204.28,10.48,72.84,880.68,240.28
1583,1997,VA12800,"Virginia Beach, VA",443844.0,1064.0,19.0,102.0,428.0,515.0,12.0,239.72,4.28,22.98,96.43,116.03
1584,1997,DCMPD00,"Washington, DC",529000.0,10706.0,301.0,218.0,5688.0,4499.0,12.0,2023.82,56.9,41.21,1075.24,850.47
1585,1997,KS08703,"Wichita, KS",315690.0,2631.0,32.0,228.0,1481.0,890.0,12.0,833.41,10.14,72.22,469.13,281.92
1587,1998,NM00101,"Albuquerque, NM",422417.0,5563.0,37.0,219.0,3614.0,1693.0,12.0,1316.95,8.76,51.84,855.55,400.79
1588,1998,TX22001,"Arlington, TX",305948.0,1859.0,13.0,138.0,1202.0,506.0,12.0,607.62,4.25,45.11,392.88,165.39
1589,1998,GAAPD00,"Atlanta, GA",414262.0,12624.0,149.0,385.0,7432.0,4658.0,12.0,3047.35,35.97,92.94,1794.03,1124.41
1590,1998,CO00101,"Aurora, CO",262465.0,1496.0,28.0,189.0,802.0,477.0,12.0,569.98,10.67,72.01,305.56,181.74
1591,1998,TX22701,"Austin, TX",559758.0,3026.0,32.0,219.0,1678.0,1097.0,12.0,540.59,5.72,39.12,299.77,195.98
1592,1998,MD00301,"Baltimore County, MD",726462.0,6104.0,21.0,223.0,3984.0,1876.0,12.0,840.24,2.89,30.7,548.41,258.24
1593,1998,MDBPD00,"Baltimore, MD",662253.0,16025.0,313.0,469.0,7556.0,7687.0,12.0,2419.77,47.26,70.82,1140.95,1160.73
1594,1998,MA01301,"Boston, MA",559631.0,7427.0,34.0,356.0,4703.0,2334.0,12.0,1327.12,6.08,63.61,840.38,417.06
1595,1998,NY01401,"Buffalo, NY",308648.0,3485.0,39.0,197.0,1513.0,1736.0,12.0,1129.12,12.64,63.83,490.2,562.45
1596,1998,NC06001,"Charlotte, NC",593078.0,8627.0,65.0,333.0,5829.0,2400.0,12.0,1454.61,10.96,56.15,982.84,404.67
1597,1998,ILCPD00,"Chicago, IL",2750917.0,62317.0,703.0,2387.0,36110.0,23117.0,12.0,2265.32,25.56,86.77,1312.65,840.34
1599,1998,OHCLP00,"Cleveland, OH",495516.0,6481.0,81.0,576.0,2460.0,3364.0,12.0,1307.93,16.35,116.24,496.45,678.89
1600,1998,OHCOP00,"Columbus, OH",661227.0,5401.0,78.0,668.0,2040.0,2615.0,12.0,816.81,11.8,101.02,308.52,395.48
1601,1998,TXDPD00,"Dallas, TX",1087178.0,15932.0,252.0,724.0,9078.0,5878.0,12.0,1465.45,23.18,66.59,835.01,540.67
1602,1998,CODPD00,"Denver, CO",509343.0,2916.0,51.0,320.0,1481.0,1064.0,12.0,572.5,10.01,62.83,290.77,208.9
1603,1998,MI82349,"Detroit, MI",999976.0,24427.0,430.0,858.0,14581.0,8558.0,12.0,2442.76,43.0,85.8,1458.13,855.82
1604,1998,TX07102,"El Paso, TX",624510.0,4374.0,17.0,241.0,3293.0,823.0,12.0,700.39,2.72,38.59,527.29,131.78
1605,1998,VA02901,"Fairfax County, VA",887432.0,886.0,15.0,120.0,368.0,383.0,12.0,99.84,1.69,13.52,41.47,43.16
1606,1998,TX22012,"Fort Worth, TX",497830.0,4329.0,64.0,293.0,2615.0,1357.0,12.0,869.57,12.86,58.86,525.28,272.58
1607,1998,CA01005,"Fresno, CA",404297.0,4254.0,36.0,175.0,2649.0,1394.0,12.0,1052.2,8.9,43.29,655.21,344.8
1608,1998,HI00200,"Honolulu, HI",874736.0,2342.0,17.0,242.0,1031.0,1052.0,12.0,267.74,1.94,27.67,117.86,120.26
1609,1998,TXHPD00,"Houston, TX",1797157.0,20183.0,254.0,654.0,11564.0,7711.0,12.0,1123.05,14.13,36.39,643.46,429.07
1610,1998,INIPD00,"Indianapolis, IN",759689.0,8624.0,143.0,586.0,5002.0,2893.0,12.0,1135.2,18.82,77.14,658.43,380.81
1611,1998,FL01602,"Jacksonville, FL",703251.0,8113.0,74.0,521.0,5467.0,2051.0,12.0,1153.64,10.52,74.08,777.39,291.65
1612,1998,MOKPD00,"Kansas City, MO",447730.0,8362.0,130.0,382.0,5189.0,2661.0,12.0,1867.64,29.04,85.32,1158.96,594.33
1613,1998,NV00201,"Las Vegas, NV",908596.0,7051.0,116.0,501.0,3142.0,3292.0,12.0,776.03,12.77,55.14,345.81,362.32
1614,1998,CA01941,"Long Beach, CA",430018.0,3697.0,38.0,111.0,1783.0,1765.0,12.0,859.73,8.84,25.81,414.63,410.45
1615,1998,CA01900,"Los Angeles County, CA",948423.0,10270.0,131.0,256.0,7664.0,2219.0,12.0,1082.85,13.81,26.99,808.08,233.97
1616,1998,CA01942,"Los Angeles, CA",3621680.0,49201.0,426.0,1395.0,31545.0,15835.0,12.0,1358.51,11.76,38.52,871.0,437.23
1618,1998,TNMPD00,"Memphis, TN",604242.0,9057.0,115.0,722.0,4048.0,4172.0,12.0,1498.9,19.03,119.49,669.93,690.45
1619,1998,AZ00717,"Mesa, AZ",364588.0,2413.0,11.0,120.0,1781.0,501.0,12.0,661.84,3.02,32.91,488.5,137.42
1620,1998,FL01300,"Miami-Dade County, FL",1070656.0,14675.0,120.0,773.0,9587.0,4195.0,12.0,1370.66,11.21,72.2,895.43,391.82
1621,1998,FL01306,"Miami, FL",372949.0,9505.0,86.0,140.0,5482.0,3797.0,12.0,2548.61,23.06,37.54,1469.91,1018.1
1622,1998,WIMPD00,"Milwaukee, WI",588339.0,5895.0,111.0,286.0,2528.0,2970.0,12.0,1001.97,18.87,48.61,429.68,504.81
1623,1998,MN02711,"Minneapolis, MN",362124.0,5524.0,58.0,458.0,2637.0,2371.0,12.0,1525.44,16.02,126.48,728.2,654.75
1624,1998,MD01604,"Montgomery County, MD",812755.0,1838.0,12.0,159.0,955.0,712.0,12.0,226.14,1.48,19.56,117.5,87.6
1625,1998,TN01901,"Nashville, TN",524124.0,8550.0,97.0,483.0,5747.0,2223.0,12.0,1631.29,18.51,92.15,1096.5,424.14
1626,1998,NY02900,"Nassau County, NY",1031258.0,1556.0,13.0,60.0,805.0,678.0,9.0,150.88,1.26,5.82,78.06,65.74
1627,1998,LANPD00,"New Orleans, LA",471157.0,6888.0,230.0,299.0,3394.0,2965.0,12.0,1461.93,48.82,63.46,720.35,629.3
1628,1998,NY03030,"New York City, NY",7357745.0,85891.0,633.0,2046.0,43853.0,39359.0,12.0,1167.35,8.6,27.81,596.01,534.93
1629,1998,NJNPD00,"Newark, NJ",269205.0,5637.0,60.0,162.0,2569.0,2846.0,12.0,2093.94,22.29,60.18,954.29,1057.19
1630,1998,CA00109,"Oakland, CA",376375.0,7008.0,72.0,340.0,3945.0,2651.0,12.0,1861.97,19.13,90.34,1048.16,704.35
1631,1998,OK05506,"Oklahoma City, OK",463637.0,4616.0,56.0,421.0,2867.0,1272.0,12.0,995.61,12.08,90.8,618.37,274.35
1632,1998,NB02802,"Omaha, NE",368258.0,4841.0,28.0,173.0,3692.0,948.0,12.0,1314.57,7.6,46.98,1002.56,257.43
1633,1998,FL04804,"Orlando, FL",181527.0,4088.0,25.0,203.0,2737.0,1123.0,12.0,2252.01,13.77,111.83,1507.76,618.64
1634,1998,PAPEP00,"Philadelphia, PA",1449419.0,21226.0,338.0,752.0,8701.0,11435.0,12.0,1464.45,23.32,51.88,600.31,788.94
1635,1998,AZ00723,"Phoenix, AZ",1225692.0,10201.0,185.0,346.0,5906.0,3764.0,12.0,832.26,15.09,28.23,481.85,307.09
1636,1998,PAPPD00,"Pittsburgh, PA",354228.0,3156.0,36.0,194.0,1348.0,1578.0,12.0,890.95,10.16,54.77,380.55,445.48
1637,1998,OR02602,"Portland, OR",488813.0,6707.0,26.0,361.0,4681.0,1639.0,12.0,1372.1,5.32,73.85,957.63,335.3
1638,1998,MD01721,"Prince George's County, MD",655302.0,6963.0,101.0,262.0,3878.0,2722.0,12.0,1062.56,15.41,39.98,591.79,415.38
1639,1998,NC09201,"Raleigh, NC",256084.0,2116.0,28.0,104.0,1182.0,802.0,12.0,826.29,10.93,40.61,461.57,313.18
1640,1998,CA03404,"Sacramento, CA",384703.0,3376.0,31.0,141.0,1515.0,1689.0,12.0,877.56,8.06,36.65,393.81,439.04
1641,1998,UT01803,"Salt Lake City, UT",178579.0,1465.0,16.0,146.0,705.0,598.0,12.0,820.37,8.96,81.76,394.78,334.87
1642,1998,TXSPD00,"San Antonio, TX",1100791.0,4969.0,89.0,734.0,2366.0,1780.0,12.0,451.4,8.09,66.68,214.94,161.7
1643,1998,CA03711,"San Diego, CA",1205728.0,8744.0,42.0,371.0,6210.0,2121.0,12.0,725.21,3.48,30.77,515.04,175.91
1644,1998,CA03801,"San Francisco, CA",741362.0,7337.0,58.0,244.0,3108.0,3927.0,12.0,989.66,7.82,32.91,419.23,529.7
1645,1998,CA04313,"San Jose, CA",860211.0,5155.0,29.0,357.0,3868.0,901.0,12.0,599.27,3.37,41.5,449.66,104.74
1646,1998,WASPD00,"Seattle, WA",538105.0,4475.0,49.0,242.0,2456.0,1728.0,12.0,831.62,9.11,44.97,456.42,321.13
1647,1998,MOSPD00,"St. Louis, MO",344153.0,8848.0,113.0,168.0,5067.0,3500.0,12.0,2570.95,32.83,48.82,1472.31,1016.99
1648,1998,NY05101,"Suffolk County, NY",1218627.0,2249.0,30.0,131.0,1235.0,853.0,4.0,184.55,2.46,10.75,101.34,70.0
1649,1998,FL02902,"Tampa, FL",295027.0,7543.0,40.0,266.0,4773.0,2464.0,12.0,2556.72,13.56,90.16,1617.82,835.18
1650,1998,AZ01003,"Tucson, AZ",467677.0,4834.0,45.0,364.0,2940.0,1485.0,12.0,1033.62,9.62,77.83,628.64,317.53
1651,1998,OK07205,"Tulsa, OK",386251.0,4370.0,38.0,267.0,3216.0,849.0,12.0,1131.39,9.84,69.13,832.62,219.81
1652,1998,VA12800,"Virginia Beach, VA",436205.0,990.0,14.0,84.0,403.0,489.0,12.0,226.96,3.21,19.26,92.39,112.1
1653,1998,DCMPD00,"Washington, DC",523000.0,8988.0,260.0,190.0,4932.0,3606.0,12.0,1718.55,49.71,36.33,943.02,689.48
1654,1998,KS08703,"Wichita, KS",329179.0,2190.0,31.0,187.0,1177.0,795.0,12.0,665.29,9.42,56.81,357.56,241.51
1656,1999,NM00101,"Albuquerque, NM",420169.0,5255.0,48.0,220.0,3320.0,1667.0,12.0,1250.69,11.42,52.36,790.16,396.75
1657,1999,TX22001,"Arlington, TX",310910.0,1951.0,11.0,109.0,1285.0,546.0,12.0,627.51,3.54,35.06,413.3,175.61
1658,1999,GAAPD00,"Atlanta, GA",411291.0,11226.0,143.0,321.0,6690.0,4072.0,12.0,2729.45,34.77,78.05,1626.59,990.05
1659,1999,CO00101,"Aurora, CO",255938.0,1454.0,11.0,182.0,806.0,455.0,12.0,568.11,4.3,71.11,314.92,177.78
1660,1999,TX22701,"Austin, TX",560389.0,2790.0,21.0,193.0,1574.0,1002.0,12.0,497.87,3.75,34.44,280.88,178.8
1661,1999,MD00301,"Baltimore County, MD",727051.0,6067.0,30.0,188.0,4146.0,1703.0,12.0,834.47,4.13,25.86,570.25,234.23
1662,1999,MDBPD00,"Baltimore, MD",650588.0,18677.0,305.0,374.0,10536.0,7462.0,0.0,2870.79,46.88,57.49,1619.46,1146.96
1663,1999,MA01301,"Boston, MA",557812.0,7263.0,31.0,337.0,4428.0,2467.0,12.0,1302.05,5.56,60.41,793.82,442.26
1664,1999,NY01401,"Buffalo, NY",301069.0,3243.0,32.0,176.0,1562.0,1473.0,12.0,1077.16,10.63,58.46,518.82,489.26
1665,1999,NC06001,"Charlotte, NC",604931.0,8138.0,84.0,262.0,5275.0,2517.0,12.0,1345.28,13.89,43.31,872.0,416.08
1666,1999,ILCPD00,"Chicago, IL",2821032.0,51347.0,641.0,2469.0,28027.0,20210.0,12.0,1820.15,22.72,87.52,993.5,716.4
1667,1999,OHCIP00,"Cincinnati, OH",337815.0,2491.0,28.0,249.0,1005.0,1209.0,12.0,737.39,8.29,73.71,297.5,357.89
1668,1999,OHCLP00,"Cleveland, OH",497903.0,6051.0,78.0,506.0,2429.0,3038.0,12.0,1215.3,15.67,101.63,487.85,610.16
1669,1999,OHCOP00,"Columbus, OH",673401.0,5755.0,71.0,638.0,2020.0,3026.0,12.0,854.62,10.54,94.74,299.97,449.36
1670,1999,TXDPD00,"Dallas, TX",1091386.0,15435.0,191.0,663.0,8224.0,6357.0,12.0,1414.26,17.5,60.75,753.54,582.47
1671,1999,CODPD00,"Denver, CO",509624.0,2909.0,63.0,249.0,1559.0,1038.0,12.0,570.81,12.36,48.86,305.91,203.68
1672,1999,MI82349,"Detroit, MI",975020.0,21976.0,415.0,790.0,12948.0,7823.0,12.0,2253.9,42.56,81.02,1327.97,802.34
1673,1999,TX07102,"El Paso, TX",623888.0,4280.0,14.0,185.0,3366.0,715.0,12.0,686.02,2.24,29.65,539.52,114.6
1674,1999,VA02901,"Fairfax County, VA",903902.0,575.0,15.0,66.0,236.0,258.0,8.0,63.61,1.66,7.3,26.11,28.54
1675,1999,TX22012,"Fort Worth, TX",498883.0,4246.0,67.0,286.0,2446.0,1447.0,12.0,851.1,13.43,57.33,490.3,290.05
1676,1999,CA01005,"Fresno, CA",403966.0,4008.0,26.0,160.0,2554.0,1268.0,12.0,992.16,6.44,39.61,632.23,313.89
1677,1999,HI00200,"Honolulu, HI",866566.0,2198.0,37.0,235.0,1019.0,907.0,12.0,253.64,4.27,27.12,117.59,104.67
1678,1999,TXHPD00,"Houston, TX",1812277.0,21517.0,241.0,748.0,12178.0,8350.0,12.0,1187.29,13.3,41.27,671.97,460.75
1679,1999,INIPD00,"Indianapolis, IN",759066.0,7714.0,113.0,424.0,4579.0,2598.0,12.0,1016.25,14.89,55.86,603.24,342.26
1680,1999,FL01602,"Jacksonville, FL",702462.0,7265.0,83.0,459.0,5020.0,1703.0,12.0,1034.22,11.82,65.34,714.63,242.43
1681,1999,MOKPD00,"Kansas City, MO",443992.0,7766.0,117.0,330.0,4840.0,2479.0,12.0,1749.13,26.35,74.33,1090.11,558.34
1682,1999,NV00201,"Las Vegas, NV",922450.0,6133.0,109.0,532.0,2371.0,3121.0,12.0,664.86,11.82,57.67,257.03,338.34
1683,1999,CA01941,"Long Beach, CA",437218.0,3257.0,46.0,119.0,1526.0,1566.0,12.0,744.94,10.52,27.22,349.02,358.17
1684,1999,CA01900,"Los Angeles County, CA",1002101.0,9015.0,117.0,214.0,6674.0,2010.0,12.0,899.61,11.68,21.36,666.0,200.58
1685,1999,CA01942,"Los Angeles, CA",3650138.0,46840.0,425.0,1288.0,30716.0,14411.0,12.0,1283.24,11.64,35.29,841.5,394.81
1687,1999,TNMPD00,"Memphis, TN",609851.0,8602.0,118.0,688.0,4081.0,3715.0,12.0,1410.51,19.35,112.81,669.18,609.17
1688,1999,AZ00717,"Mesa, AZ",368537.0,2132.0,9.0,134.0,1619.0,370.0,12.0,578.5,2.44,36.36,439.3,100.4
1689,1999,FL01300,"Miami-Dade County, FL",1151382.0,12628.0,101.0,642.0,8407.0,3478.0,12.0,1096.77,8.77,55.76,730.17,302.07
1690,1999,FL01306,"Miami, FL",373450.0,7861.0,63.0,113.0,4609.0,3076.0,12.0,2104.97,16.87,30.26,1234.17,823.67
1691,1999,WIMPD00,"Milwaukee, WI",580899.0,6061.0,124.0,272.0,2531.0,3134.0,12.0,1043.38,21.35,46.82,435.7,539.51
1692,1999,MN02711,"Minneapolis, MN",355949.0,4943.0,47.0,451.0,2349.0,2096.0,12.0,1388.68,13.2,126.7,659.93,588.85
1693,1999,MD01604,"Montgomery County, MD",828541.0,1558.0,12.0,122.0,770.0,654.0,12.0,188.04,1.45,14.72,92.93,78.93
1694,1999,TN01901,"Nashville, TN",522935.0,8405.0,68.0,460.0,5917.0,1960.0,12.0,1607.27,13.0,87.97,1131.5,374.81
1695,1999,NY02900,"Nassau County, NY",1029565.0,1530.0,16.0,83.0,616.0,815.0,0.0,148.61,1.55,8.06,59.83,79.16
1696,1999,LANPD00,"New Orleans, LA",465828.0,5931.0,158.0,280.0,2760.0,2733.0,12.0,1273.22,33.92,60.11,592.49,586.7
1697,1999,NY03030,"New York City, NY",7429263.0,78945.0,664.0,1702.0,40488.0,36091.0,12.0,1062.62,8.94,22.91,544.98,485.8
1698,1999,NJNPD00,"Newark, NJ",268348.0,4867.0,69.0,103.0,2263.0,2432.0,12.0,1813.69,25.71,38.38,843.31,906.29
1699,1999,CA00109,"Oakland, CA",371234.0,5754.0,60.0,305.0,3199.0,2190.0,12.0,1549.97,16.16,82.16,861.72,589.92
1700,1999,OK05506,"Oklahoma City, OK",473772.0,4071.0,56.0,398.0,2553.0,1064.0,12.0,859.27,11.82,84.01,538.87,224.58
1701,1999,NB02802,"Omaha, NE",372364.0,4613.0,34.0,174.0,3445.0,960.0,12.0,1238.84,9.13,46.73,925.17,257.81
1702,1999,FL04804,"Orlando, FL",183547.0,3922.0,19.0,169.0,2638.0,1096.0,12.0,2136.78,10.35,92.07,1437.23,597.12
1703,1999,PAPEP00,"Philadelphia, PA",1435382.0,23031.0,292.0,934.0,10701.0,11104.0,12.0,1604.52,20.34,65.07,745.52,773.59
1704,1999,AZ00723,"Phoenix, AZ",1225881.0,10199.0,214.0,400.0,5766.0,3819.0,12.0,831.97,17.46,32.63,470.36,311.53
1705,1999,PAPPD00,"Pittsburgh, PA",347072.0,3046.0,49.0,138.0,1278.0,1581.0,12.0,877.63,14.12,39.76,368.22,455.53
1706,1999,OR02602,"Portland, OR",508984.0,6294.0,35.0,340.0,4501.0,1418.0,12.0,1236.58,6.88,66.8,884.31,278.59
1707,1999,MD01721,"Prince George's County, MD",661415.0,5925.0,89.0,234.0,3459.0,2143.0,12.0,895.81,13.46,35.38,522.97,324.0
1708,1999,NC09201,"Raleigh, NC",263008.0,2031.0,16.0,92.0,1184.0,739.0,12.0,772.22,6.08,34.98,450.18,280.98
1709,1999,CA03404,"Sacramento, CA",410089.0,3084.0,54.0,143.0,1437.0,1450.0,12.0,752.03,13.17,34.87,350.41,353.58
1710,1999,UT01803,"Salt Lake City, UT",177010.0,1258.0,16.0,147.0,610.0,485.0,12.0,710.69,9.04,83.05,344.61,274.0
1711,1999,TXSPD00,"San Antonio, TX",1130173.0,6340.0,96.0,599.0,3971.0,1674.0,12.0,560.98,8.49,53.0,351.36,148.12
1712,1999,CA03711,"San Diego, CA",1238549.0,7411.0,57.0,355.0,5187.0,1812.0,12.0,598.36,4.6,28.66,418.8,146.3
1713,1999,CA03801,"San Francisco, CA",756700.0,6555.0,64.0,193.0,2823.0,3475.0,12.0,866.26,8.46,25.51,373.07,459.23
1714,1999,CA04313,"San Jose, CA",875840.0,5088.0,25.0,347.0,3990.0,726.0,12.0,580.93,2.85,39.62,455.56,82.89
1715,1999,WASPD00,"Seattle, WA",542954.0,4166.0,45.0,188.0,2291.0,1642.0,12.0,767.28,8.29,34.63,421.95,302.42
1716,1999,MOSPD00,"St. Louis, MO",340836.0,7611.0,130.0,144.0,4545.0,2792.0,12.0,2233.04,38.14,42.25,1333.49,819.16
1717,1999,NY05101,"Suffolk County, NY",1235278.0,1953.0,21.0,120.0,991.0,821.0,0.0,158.1,1.7,9.71,80.22,66.46
1718,1999,FL02902,"Tampa, FL",292941.0,6603.0,31.0,233.0,4018.0,2321.0,12.0,2254.04,10.58,79.54,1371.61,792.31
1719,1999,AZ01003,"Tucson, AZ",471286.0,4307.0,36.0,245.0,2745.0,1281.0,12.0,913.88,7.64,51.99,582.45,271.81
1720,1999,OK07205,"Tulsa, OK",382673.0,4447.0,41.0,235.0,3284.0,887.0,12.0,1162.09,10.71,61.41,858.17,231.79
1721,1999,VA12800,"Virginia Beach, VA",437660.0,1044.0,12.0,107.0,418.0,507.0,12.0,238.54,2.74,24.45,95.51,115.84
1722,1999,DCMPD00,"Washington, DC",519000.0,8448.0,241.0,248.0,4615.0,3344.0,12.0,1627.75,46.44,47.78,889.21,644.32
1723,1999,KS08703,"Wichita, KS",332286.0,1927.0,27.0,169.0,1031.0,700.0,12.0,579.92,8.13,50.86,310.27,210.66
1725,2000,NM00101,"Albuquerque, NM",448607.0,5136.0,33.0,239.0,3317.0,1547.0,12.0,1144.88,7.36,53.28,739.4,344.85
1726,2000,TX22001,"Arlington, TX",332969.0,2157.0,14.0,96.0,1452.0,595.0,12.0,647.81,4.2,28.83,436.08,178.7
1727,2000,GAAPD00,"Atlanta, GA",416474.0,11583.0,134.0,278.0,6849.0,4322.0,12.0,2781.21,32.17,66.75,1644.52,1037.76
1728,2000,CO00101,"Aurora, CO",276393.0,1513.0,22.0,165.0,853.0,473.0,12.0,547.41,7.96,59.7,308.62,171.13
1729,2000,TX22701,"Austin, TX",656562.0,3098.0,32.0,379.0,1682.0,1005.0,12.0,471.85,4.87,57.72,256.18,153.07
1730,2000,MD00301,"Baltimore County, MD",754292.0,6176.0,33.0,238.0,4323.0,1582.0,12.0,818.78,4.37,31.55,573.12,209.73
1731,2000,MDBPD00,"Baltimore, MD",651154.0,16003.0,261.0,366.0,8763.0,6613.0,12.0,2457.64,40.08,56.21,1345.76,1015.58
1732,2000,MA01301,"Boston, MA",589141.0,7322.0,39.0,325.0,4507.0,2451.0,12.0,1242.83,6.62,55.17,765.01,416.03
1733,2000,NY01401,"Buffalo, NY",292648.0,3657.0,39.0,176.0,1887.0,1555.0,12.0,1249.62,13.33,60.14,644.8,531.36
1734,2000,NC06001,"Charlotte, NC",625810.0,7516.0,75.0,308.0,4482.0,2651.0,12.0,1201.0,11.98,49.22,716.19,423.61
1735,2000,ILCPD00,"Chicago, IL",2896016.0,48522.0,631.0,2001.0,26545.0,19345.0,12.0,1675.47,21.79,69.09,916.6,667.99
1736,2000,OHCIP00,"Cincinnati, OH",331285.0,2783.0,22.0,284.0,1073.0,1404.0,12.0,840.06,6.64,85.73,323.89,423.8
1737,2000,OHCLP00,"Cleveland, OH",478403.0,6041.0,71.0,615.0,2271.0,3084.0,12.0,1262.74,14.84,128.55,474.7,644.64
1738,2000,OHCOP00,"Columbus, OH",711470.0,5998.0,67.0,578.0,2255.0,3098.0,12.0,843.04,9.42,81.24,316.95,435.44
1739,2000,TXDPD00,"Dallas, TX",1188580.0,16042.0,231.0,633.0,8132.0,7046.0,12.0,1349.68,19.43,53.26,684.18,592.81
1740,2000,CODPD00,"Denver, CO",554636.0,2885.0,32.0,296.0,1518.0,1039.0,12.0,520.16,5.77,53.37,273.69,187.33
1741,2000,MI82349,"Detroit, MI",951270.0,22112.0,396.0,811.0,13037.0,7868.0,12.0,2324.47,41.63,85.25,1370.48,827.1
1742,2000,TX07102,"El Paso, TX",563662.0,4396.0,20.0,188.0,3457.0,731.0,12.0,779.9,3.55,33.35,613.31,129.69
1743,2000,VA02901,"Fairfax County, VA",933641.0,154.0,2.0,30.0,15.0,107.0,12.0,16.49,0.21,3.21,1.61,11.46
1744,2000,TX22012,"Fort Worth, TX",534694.0,3816.0,61.0,325.0,2116.0,1314.0,12.0,713.68,11.41,60.78,395.74,245.75
1745,2000,CA01005,"Fresno, CA",427652.0,3843.0,24.0,161.0,2354.0,1304.0,12.0,898.63,5.61,37.65,550.45,304.92
1746,2000,HI00200,"Honolulu, HI",876303.0,2302.0,20.0,240.0,1058.0,984.0,12.0,262.69,2.28,27.39,120.73,112.29
1747,2000,TXHPD00,"Houston, TX",1953631.0,21491.0,230.0,813.0,12192.0,8256.0,12.0,1100.05,11.77,41.61,624.07,422.6
1748,2000,INIPD00,"Indianapolis, IN",793778.0,6843.0,96.0,443.0,3753.0,2551.0,12.0,862.08,12.09,55.81,472.8,321.37
1749,2000,FL01602,"Jacksonville, FL",735617.0,8207.0,79.0,443.0,5663.0,2022.0,12.0,1115.66,10.74,60.22,769.83,274.87
1750,2000,MOKPD00,"Kansas City, MO",441545.0,7181.0,113.0,310.0,4493.0,2265.0,12.0,1626.33,25.59,70.21,1017.56,512.97
1751,2000,NV00201,"Las Vegas, NV",1060541.0,6349.0,90.0,443.0,2450.0,3366.0,12.0,598.66,8.49,41.77,231.01,317.39
1752,2000,CA01941,"Long Beach, CA",461522.0,3216.0,49.0,114.0,1534.0,1519.0,12.0,696.82,10.62,24.7,332.38,329.13
