,report_year,agency_code,agency_jurisdiction,population,violent_crimes,homicides,rapes,assaults,robberies,months_reported,crimes_percapita,homicides_percapita,rapes_percapita,assaults_percapita,robberies_percapita
0,1975,NM00101,"Albuquerque, NM",286238.0,2383.0,30.0,181.0,1353.0,819.0,12.0,832.52,10.48,63.23,472.68,286.13
1,1975,TX22001,"Arlington, TX",112478.0,278.0,5.0,28.0,132.0,113.0,12.0,247.16,4.45,24.89,117.36,100.46
2,1975,GAAPD00,"Atlanta, GA",490584.0,8033.0,185.0,443.0,3518.0,3887.0,12.0,1637.44,37.71,90.3,717.1,792.32
3,1975,CO00101,"Aurora, CO",116656.0,611.0,7.0,44.0,389.0,171.0,12.0,523.76,6.0,37.72,333.46,146.58
4,1975,TX22701,"Austin, TX",300400.0,1215.0,33.0,190.0,463.0,529.0,12.0,404.46,10.99,63.25,154.13,176.1
5,1975,MD00301,"Baltimore County, MD",642154.0,1259.0,25.0,137.0,347.0,750.0,12.0,196.06,3.89,21.33,54.04,116.79
6,1975,MDBPD00,"Baltimore, MD",864100.0,16086.0,259.0,463.0,6309.0,9055.0,12.0,1861.59,29.97,53.58,730.12,1047.91
7,1975,MA01301,"Boston, MA",616120.0,11386.0,119.0,453.0,3036.0,7778.0,12.0,1848.02,19.31,73.52,492.76,1262.42
8,1975,NY01401,"Buffalo, NY",422276.0,3350.0,63.0,192.0,755.0,2340.0,12.0,793.32,14.92,45.47,178.79,554.14
9,1975,NC06001,"Charlotte, NC",262103.0,1937.0,68.0,71.0,976.0,822.0,12.0,739.02,25.94,27.09,372.37,313.62
10,1975,ILCPD00,"Chicago, IL",3150000.0,37160.0,818.0,1657.0,12514.0,22171.0,12.0,1179.68,25.97,52.6,397.27,703.84
11,1975,OHCIP00,"Cincinnati, OH",433367.0,3578.0,64.0,261.0,1508.0,1745.0,12.0,825.63,14.77,60.23,347.97,402.66
12,1975,OHCLP00,"Cleveland, OH",659931.0,10403.0,288.0,491.0,2524.0,7100.0,12.0,1576.38,43.64,74.4,382.46,1075.87
13,1975,OHCOP00,"Columbus, OH",572797.0,3980.0,62.0,416.0,1100.0,2402.0,12.0,694.84,10.82,72.63,192.04,419.35
14,1975,TXDPD00,"Dallas, TX",864665.0,7655.0,237.0,547.0,3485.0,3386.0,12.0,885.31,27.41,63.26,403.05,391.6
15,1975,CODPD00,"Denver, CO",508140.0,4960.0,74.0,480.0,1838.0,2568.0,12.0,976.11,14.56,94.46,361.71,505.37
16,1975,MI82349,"Detroit, MI",1432444.0,30387.0,633.0,1424.0,7013.0,21317.0,12.0,2121.34,44.19,99.41,489.58,1488.16
17,1975,TX07102,"El Paso, TX",369000.0,1618.0,21.0,122.0,635.0,840.0,12.0,438.48,5.69,33.06,172.09,227.64
18,1975,VA02901,"Fairfax County, VA",487905.0,805.0,21.0,104.0,247.0,433.0,12.0,164.99,4.3,21.32,50.62,88.75
19,1975,TX22012,"Fort Worth, TX",381275.0,1939.0,69.0,169.0,494.0,1207.0,12.0,508.56,18.1,44.32,129.57,316.57
20,1975,CA01005,"Fresno, CA",176500.0,1141.0,25.0,84.0,465.0,567.0,12.0,646.46,14.16,47.59,263.46,321.25
21,1975,HI00200,"Honolulu, HI",705262.0,1596.0,58.0,169.0,319.0,1050.0,12.0,226.3,8.22,23.96,45.23,148.88
22,1975,TXHPD00,"Houston, TX",1372342.0,8924.0,347.0,588.0,1567.0,6422.0,12.0,650.28,25.29,42.85,114.18,467.96
23,1975,INIPD00,"Indianapolis, IN",503411.0,4655.0,95.0,351.0,1117.0,3092.0,12.0,924.69,18.87,69.72,221.89,614.21
24,1975,FL01602,"Jacksonville, FL",542792.0,4579.0,91.0,316.0,2445.0,1727.0,12.0,843.6,16.77,58.22,450.45,318.17
25,1975,MOKPD00,"Kansas City, MO",489094.0,6072.0,114.0,302.0,2575.0,3081.0,12.0,1241.48,23.31,61.75,526.48,629.94
26,1975,NV00201,"Las Vegas, NV",249186.0,2594.0,37.0,169.0,1043.0,1345.0,12.0,1040.99,14.85,67.82,418.56,539.76
27,1975,CA01941,"Long Beach, CA",340758.0,3189.0,54.0,169.0,1007.0,1959.0,12.0,935.85,15.85,49.6,295.52,574.89
28,1975,CA01900,"Los Angeles County, CA",1022888.0,9792.0,138.0,471.0,6128.0,3055.0,12.0,957.29,13.49,46.05,599.09,298.66
29,1975,CA01942,"Los Angeles, CA",2729878.0,30405.0,554.0,1768.0,13493.0,14590.0,12.0,1113.79,20.29,64.76,494.27,534.46
31,1975,TNMPD00,"Memphis, TN",646483.0,5429.0,120.0,521.0,1805.0,2983.0,12.0,839.77,18.56,80.59,279.2,461.42
32,1975,AZ00717,"Mesa, AZ",113176.0,267.0,2.0,22.0,145.0,98.0,12.0,235.92,1.77,19.44,128.12,86.59
33,1975,FL01300,"Miami-Dade County, FL",619795.0,6702.0,94.0,174.0,4008.0,2426.0,11.0,1081.33,15.17,28.07,646.67,391.42
34,1975,FL01306,"Miami, FL",350742.0,6213.0,98.0,178.0,3280.0,2657.0,12.0,1771.39,27.94,50.75,935.16,757.54
35,1975,WIMPD00,"Milwaukee, WI",674369.0,3204.0,70.0,146.0,1020.0,1968.0,12.0,475.11,10.38,21.65,151.25,291.83
36,1975,MN02711,"Minneapolis, MN",405378.0,3326.0,47.0,307.0,1134.0,1838.0,12.0,820.47,11.59,75.73,279.74,453.4
37,1975,MD01604,"Montgomery County, MD",496092.0,967.0,19.0,84.0,286.0,578.0,12.0,194.92,3.83,16.93,57.65,116.51
38,1975,TN01901,"Nashville, TN",449600.0,3158.0,93.0,110.0,952.0,2003.0,12.0,702.4,20.69,24.47,211.74,445.51
39,1975,NY02900,"Nassau County, NY",1100426.0,993.0,18.0,33.0,256.0,686.0,12.0,90.24,1.64,3.0,23.26,62.34
40,1975,LANPD00,"New Orleans, LA",571934.0,5993.0,158.0,237.0,2002.0,3596.0,12.0,1047.85,27.63,41.44,350.04,628.74
41,1975,NY03030,"New York City, NY",7422506.0,132182.0,1645.0,3866.0,43481.0,83190.0,12.0,1780.83,22.16,52.08,585.8,1120.78
42,1975,NJNPD00,"Newark, NJ",372663.0,7136.0,122.0,297.0,2444.0,4273.0,12.0,1914.87,32.74,79.7,655.82,1146.61
43,1975,CA00109,"Oakland, CA",337748.0,5900.0,111.0,316.0,2288.0,3185.0,12.0,1746.86,32.86,93.56,677.43,943.01
44,1975,OK05506,"Oklahoma City, OK",384081.0,2666.0,61.0,249.0,1364.0,992.0,12.0,694.12,15.88,64.83,355.13,258.28
45,1975,NB02802,"Omaha, NE",391389.0,2540.0,36.0,178.0,1115.0,1211.0,12.0,648.97,9.2,45.48,284.88,309.41
46,1975,FL04804,"Orlando, FL",118457.0,1116.0,21.0,86.0,705.0,304.0,12.0,942.11,17.73,72.6,595.15,256.63
47,1975,PAPEP00,"Philadelphia, PA",1883253.0,16332.0,435.0,716.0,4776.0,10405.0,12.0,867.22,23.1,38.02,253.6,552.5
48,1975,AZ00723,"Phoenix, AZ",668046.0,4649.0,75.0,311.0,2325.0,1938.0,12.0,695.91,11.23,46.55,348.03,290.1
49,1975,PAPPD00,"Pittsburgh, PA",479083.0,4967.0,63.0,237.0,1923.0,2744.0,12.0,1036.77,13.15,49.47,401.39,572.76
50,1975,OR02602,"Portland, OR",373126.0,4076.0,48.0,287.0,1898.0,1843.0,12.0,1092.39,12.86,76.92,508.68,493.94
51,1975,MD01721,"Prince George's County, MD",569452.0,4147.0,46.0,261.0,1693.0,2147.0,12.0,728.24,8.08,45.83,297.3,377.03
52,1975,NC09201,"Raleigh, NC",149940.0,721.0,17.0,20.0,463.0,221.0,12.0,480.86,11.34,13.34,308.79,147.39
53,1975,CA03404,"Sacramento, CA",262994.0,2412.0,42.0,155.0,1087.0,1128.0,12.0,917.13,15.97,58.94,413.32,428.91
54,1975,UT01803,"Salt Lake City, UT",180000.0,1070.0,11.0,99.0,378.0,582.0,12.0,594.44,6.11,55.0,210.0,323.33
55,1975,TXSPD00,"San Antonio, TX",768814.0,4222.0,131.0,275.0,2086.0,1730.0,12.0,549.16,17.04,35.77,271.33,225.02
56,1975,CA03711,"San Diego, CA",768713.0,3859.0,64.0,229.0,1367.0,2199.0,12.0,502.01,8.33,29.79,177.83,286.06
57,1975,CA03801,"San Francisco, CA",669977.0,9137.0,138.0,547.0,2765.0,5687.0,12.0,1363.78,20.6,81.64,412.7,848.84
58,1975,CA04313,"San Jose, CA",549367.0,2116.0,40.0,234.0,955.0,887.0,12.0,385.17,7.28,42.59,173.84,161.46
59,1975,WASPD00,"Seattle, WA",503500.0,3971.0,52.0,324.0,1492.0,2103.0,12.0,788.68,10.33,64.35,296.33,417.68
60,1975,MOSPD00,"St. Louis, MO",569000.0,10563.0,240.0,462.0,3573.0,6288.0,12.0,1856.41,42.18,81.2,627.94,1105.1
61,1975,NY05101,"Suffolk County, NY",1217700.0,964.0,13.0,90.0,330.0,531.0,9.0,79.17,1.07,7.39,27.1,43.61
62,1975,FL02902,"Tampa, FL",291103.0,3168.0,67.0,162.0,1545.0,1394.0,12.0,1088.27,23.02,55.65,530.74,478.87
63,1975,AZ01003,"Tucson, AZ",340500.0,1810.0,23.0,137.0,943.0,707.0,12.0,531.57,6.75,40.23,276.95,207.64
64,1975,OK07205,"Tulsa, OK",347600.0,1768.0,39.0,136.0,1012.0,581.0,12.0,508.63,11.22,39.13,291.14,167.15
65,1975,VA12800,"Virginia Beach, VA",217192.0,452.0,22.0,38.0,198.0,194.0,12.0,208.11,10.13,17.5,91.16,89.32
66,1975,DCMPD00,"Washington, DC",716000.0,12704.0,235.0,520.0,2812.0,9137.0,12.0,1774.3,32.82,72.63,392.74,1276.12
67,1975,KS08703,"Wichita, KS",259240.0,1137.0,36.0,53.0,408.0,640.0,12.0,438.59,13.89,20.44,157.38,246.88
69,1976,NM00101,"Albuquerque, NM",292265.0,2420.0,28.0,186.0,1335.0,871.0,12.0,828.02,9.58,63.64,456.78,298.02
70,1976,TX22001,"Arlington, TX",107470.0,274.0,5.0,30.0,140.0,99.0,12.0,254.95,4.65,27.91,130.27,92.12
71,1976,GAAPD00,"Atlanta, GA",457300.0,7529.0,154.0,477.0,3518.0,3380.0,12.0,1646.4,33.68,104.31,769.3,739.12
72,1976,CO00101,"Aurora, CO",132000.0,546.0,2.0,40.0,338.0,166.0,12.0,413.64,1.52,30.3,256.06,125.76
73,1976,TX22701,"Austin, TX",284908.0,1202.0,24.0,181.0,479.0,518.0,12.0,421.89,8.42,63.53,168.12,181.81
74,1976,MD00301,"Baltimore County, MD",642369.0,1798.0,19.0,142.0,949.0,688.0,12.0,279.9,2.96,22.11,147.73,107.1
75,1976,MDBPD00,"Baltimore, MD",860974.0,14191.0,200.0,460.0,5776.0,7755.0,12.0,1648.25,23.23,53.43,670.87,900.72
76,1976,MA01301,"Boston, MA",619437.0,9888.0,81.0,392.0,3290.0,6125.0,12.0,1596.29,13.08,63.28,531.13,988.8
77,1976,NY01401,"Buffalo, NY",425101.0,3091.0,54.0,202.0,898.0,1937.0,12.0,727.12,12.7,47.52,211.24,455.66
78,1976,NC06001,"Charlotte, NC",274020.0,1895.0,52.0,84.0,1028.0,731.0,12.0,691.56,18.98,30.65,375.16,266.77
79,1976,ILCPD00,"Chicago, IL",3134499.0,30640.0,814.0,1179.0,11070.0,17577.0,12.0,977.51,25.97,37.61,353.17,560.76
80,1976,OHCIP00,"Cincinnati, OH",427045.0,3461.0,56.0,263.0,1617.0,1525.0,12.0,810.45,13.11,61.59,378.65,357.11
81,1976,OHCLP00,"Cleveland, OH",642298.0,8496.0,236.0,498.0,2309.0,5453.0,12.0,1322.75,36.74,77.53,359.49,848.98
82,1976,OHCOP00,"Columbus, OH",595500.0,3287.0,53.0,328.0,985.0,1921.0,12.0,551.97,8.9,55.08,165.41,322.59
83,1976,TXDPD00,"Dallas, TX",888450.0,7244.0,230.0,591.0,3310.0,3113.0,12.0,815.35,25.89,66.52,372.56,350.39
84,1976,CODPD00,"Denver, CO",523676.0,4107.0,86.0,383.0,1596.0,2042.0,12.0,784.26,16.42,73.14,304.77,389.94
85,1976,MI82349,"Detroit, MI",1334100.0,29699.0,663.0,1230.0,6593.0,21213.0,12.0,2226.14,49.7,92.2,494.19,1590.06
86,1976,TX07102,"El Paso, TX",361413.0,1573.0,25.0,118.0,638.0,792.0,12.0,435.24,6.92,32.65,176.53,219.14
87,1976,VA02901,"Fairfax County, VA",524272.0,708.0,17.0,84.0,270.0,337.0,12.0,135.04,3.24,16.02,51.5,64.28
88,1976,TX22012,"Fort Worth, TX",364302.0,1732.0,70.0,174.0,503.0,985.0,12.0,475.43,19.21,47.76,138.07,270.38
89,1976,CA01005,"Fresno, CA",177900.0,1267.0,28.0,55.0,461.0,723.0,12.0,712.2,15.74,30.92,259.13,406.41
90,1976,HI00200,"Honolulu, HI",718424.0,1696.0,40.0,164.0,380.0,1112.0,12.0,236.07,5.57,22.83,52.89,154.78
91,1976,TXHPD00,"Houston, TX",1477000.0,8045.0,321.0,690.0,1503.0,5531.0,12.0,544.69,21.73,46.72,101.76,374.48
92,1976,INIPD00,"Indianapolis, IN",494730.0,4144.0,68.0,347.0,1363.0,2366.0,12.0,837.63,13.74,70.14,275.5,478.24
93,1976,FL01602,"Jacksonville, FL",543839.0,4443.0,90.0,279.0,2516.0,1558.0,12.0,816.97,16.55,51.3,462.64,286.48
94,1976,MOKPD00,"Kansas City, MO",488012.0,5578.0,95.0,350.0,2723.0,2410.0,12.0,1143.0,19.47,71.72,557.98,493.84
95,1976,NV00201,"Las Vegas, NV",265347.0,2473.0,35.0,151.0,1011.0,1276.0,12.0,931.99,13.19,56.91,381.01,480.88
96,1976,CA01941,"Long Beach, CA",340900.0,2950.0,69.0,200.0,978.0,1703.0,12.0,865.36,20.24,58.67,286.89,499.56
97,1976,CA01900,"Los Angeles County, CA",1027865.0,10104.0,155.0,564.0,6662.0,2723.0,12.0,983.01,15.08,54.87,648.14,264.92
98,1976,CA01942,"Los Angeles, CA",2739100.0,31960.0,501.0,2047.0,15187.0,14225.0,12.0,1166.81,18.29,74.73,554.45,519.33
100,1976,TNMPD00,"Memphis, TN",649819.0,4780.0,113.0,472.0,1766.0,2429.0,12.0,735.59,17.39,72.64,271.77,373.8
101,1976,AZ00717,"Mesa, AZ",100763.0,311.0,5.0,15.0,202.0,89.0,12.0,308.65,4.96,14.89,200.47,88.33
102,1976,FL01300,"Miami-Dade County, FL",649499.0,6787.0,70.0,216.0,4562.0,1939.0,12.0,1044.96,10.78,33.26,702.39,298.54
103,1976,FL01306,"Miami, FL",338721.0,5172.0,84.0,145.0,2630.0,2313.0,12.0,1526.92,24.8,42.81,776.45,682.86
104,1976,WIMPD00,"Milwaukee, WI",652517.0,2692.0,57.0,168.0,846.0,1621.0,12.0,412.56,8.74,25.75,129.65,248.42
105,1976,MN02711,"Minneapolis, MN",397421.0,2954.0,27.0,300.0,1220.0,1407.0,12.0,743.29,6.79,75.49,306.98,354.03
106,1976,MD01604,"Montgomery County, MD",480055.0,932.0,26.0,85.0,257.0,564.0,12.0,194.14,5.42,17.71,53.54,117.49
107,1976,TN01901,"Nashville, TN",445979.0,2831.0,74.0,129.0,906.0,1722.0,12.0,634.78,16.59,28.93,203.15,386.12
108,1976,NY02900,"Nassau County, NY",1053093.0,887.0,20.0,23.0,185.0,659.0,12.0,84.23,1.9,2.18,17.57,62.58
109,1976,LANPD00,"New Orleans, LA",557327.0,4810.0,170.0,264.0,1776.0,2600.0,12.0,863.05,30.5,47.37,318.66,466.51
110,1976,NY03030,"New York City, NY",7530493.0,134153.0,1622.0,3400.0,42948.0,86183.0,12.0,1781.46,21.54,45.15,570.32,1144.45
111,1976,NJNPD00,"Newark, NJ",367886.0,6565.0,99.0,323.0,2309.0,3834.0,12.0,1784.52,26.91,87.8,627.64,1042.17
112,1976,CA00109,"Oakland, CA",333100.0,5514.0,98.0,309.0,2213.0,2894.0,12.0,1655.36,29.42,92.76,664.37,868.81
113,1976,OK05506,"Oklahoma City, OK",376522.0,2360.0,36.0,228.0,1326.0,770.0,12.0,626.79,9.56,60.55,352.17,204.5
114,1976,NB02802,"Omaha, NE",388592.0,2008.0,19.0,193.0,1008.0,788.0,12.0,516.74,4.89,49.67,259.4,202.78
115,1976,FL04804,"Orlando, FL",116848.0,1118.0,17.0,98.0,676.0,327.0,12.0,956.8,14.55,83.87,578.53,279.85
116,1976,PAPEP00,"Philadelphia, PA",1916665.0,13113.0,338.0,764.0,4225.0,7786.0,12.0,684.16,17.63,39.86,220.43,406.23
117,1976,AZ00723,"Phoenix, AZ",669005.0,3856.0,53.0,240.0,2078.0,1485.0,12.0,576.38,7.92,35.87,310.61,221.97
118,1976,PAPPD00,"Pittsburgh, PA",487106.0,4621.0,62.0,287.0,1853.0,2419.0,12.0,948.66,12.73,58.92,380.41,496.61
119,1976,OR02602,"Portland, OR",379818.0,4304.0,39.0,322.0,2030.0,1913.0,12.0,1133.17,10.27,84.78,534.47,503.66
120,1976,MD01721,"Prince George's County, MD",578318.0,3869.0,37.0,280.0,1611.0,1941.0,12.0,669.01,6.4,48.42,278.57,335.63
121,1976,NC09201,"Raleigh, NC",148093.0,531.0,11.0,29.0,353.0,138.0,12.0,358.56,7.43,19.58,238.36,93.18
122,1976,CA03404,"Sacramento, CA",260700.0,2799.0,52.0,192.0,1368.0,1187.0,12.0,1073.65,19.95,73.65,524.74,455.31
123,1976,UT01803,"Salt Lake City, UT",175400.0,959.0,11.0,102.0,364.0,482.0,12.0,546.75,6.27,58.15,207.53,274.8
124,1976,TXSPD00,"San Antonio, TX",753069.0,3285.0,119.0,263.0,1641.0,1262.0,12.0,436.22,15.8,34.92,217.91,167.58
125,1976,CA03711,"San Diego, CA",773400.0,4118.0,59.0,233.0,1555.0,2271.0,12.0,532.45,7.63,30.13,201.06,293.64
126,1976,CA03801,"San Francisco, CA",665000.0,10756.0,130.0,619.0,3379.0,6628.0,12.0,1617.44,19.55,93.08,508.12,996.69
127,1976,CA04313,"San Jose, CA",557700.0,2523.0,37.0,296.0,1223.0,967.0,12.0,452.39,6.63,53.08,219.29,173.39
128,1976,WASPD00,"Seattle, WA",503500.0,4128.0,42.0,322.0,1601.0,2163.0,12.0,819.86,8.34,63.95,317.97,429.59
129,1976,MOSPD00,"St. Louis, MO",534206.0,9574.0,182.0,489.0,3600.0,5303.0,12.0,1792.19,34.07,91.54,673.9,992.69
130,1976,NY05101,"Suffolk County, NY",1177192.0,1810.0,34.0,126.0,671.0,979.0,12.0,153.76,2.89,10.7,57.0,83.16
131,1976,FL02902,"Tampa, FL",274568.0,2935.0,42.0,162.0,1706.0,1025.0,12.0,1068.95,15.3,59.0,621.34,373.31
132,1976,AZ01003,"Tucson, AZ",340927.0,1464.0,24.0,136.0,750.0,554.0,12.0,429.42,7.04,39.89,219.99,162.5
133,1976,OK07205,"Tulsa, OK",349516.0,1747.0,27.0,131.0,1197.0,392.0,12.0,499.83,7.72,37.48,342.47,112.16
134,1976,VA12800,"Virginia Beach, VA",216176.0,481.0,12.0,59.0,253.0,157.0,12.0,222.5,5.55,27.29,117.03,72.63
135,1976,DCMPD00,"Washington, DC",702000.0,10399.0,188.0,508.0,2659.0,7044.0,12.0,1481.34,26.78,72.36,378.77,1003.42
136,1976,KS08703,"Wichita, KS",256455.0,1114.0,19.0,111.0,470.0,514.0,12.0,434.38,7.41,43.28,183.27,200.43
138,1977,NM00101,"Albuquerque, NM",292341.0,2390.0,31.0,207.0,1398.0,754.0,12.0,817.54,10.6,70.81,478.21,257.92
139,1977,TX22001,"Arlington, TX",112994.0,389.0,4.0,34.0,266.0,85.0,12.0,344.27,3.54,30.09,235.41,75.23
140,1977,GAAPD00,"Atlanta, GA",440300.0,7595.0,138.0,510.0,3593.0,3354.0,12.0,1724.96,31.34,115.83,816.03,761.75
141,1977,CO00101,"Aurora, CO",137200.0,585.0,3.0,42.0,374.0,166.0,12.0,426.38,2.19,30.61,272.59,120.99
142,1977,TX22701,"Austin, TX",321900.0,1260.0,33.0,187.0,528.0,512.0,12.0,391.43,10.25,58.09,164.03,159.06
143,1977,MD00301,"Baltimore County, MD",643363.0,4010.0,22.0,162.0,3109.0,717.0,12.0,623.29,3.42,25.18,483.24,111.45
144,1977,MDBPD00,"Baltimore, MD",827494.0,14283.0,171.0,499.0,6050.0,7563.0,12.0,1726.05,20.66,60.3,731.12,913.96
145,1977,MA01301,"Boston, MA",619321.0,9422.0,75.0,408.0,3284.0,5655.0,12.0,1521.34,12.11,65.88,530.26,913.1
146,1977,NY01401,"Buffalo, NY",415352.0,3945.0,45.0,236.0,1842.0,1822.0,12.0,949.8,10.83,56.82,443.48,438.66
147,1977,NC06001,"Charlotte, NC",262314.0,2245.0,47.0,119.0,1465.0,614.0,12.0,855.84,17.92,45.37,558.49,234.07
148,1977,ILCPD00,"Chicago, IL",3086806.0,28873.0,823.0,1227.0,10311.0,16512.0,12.0,935.37,26.66,39.75,334.03,534.92
149,1977,OHCIP00,"Cincinnati, OH",423671.0,3439.0,72.0,291.0,1451.0,1625.0,12.0,811.71,16.99,68.69,342.48,383.55
150,1977,OHCLP00,"Cleveland, OH",638793.0,9421.0,249.0,508.0,2198.0,6466.0,12.0,1474.81,38.98,79.52,344.09,1012.22
151,1977,OHCOP00,"Columbus, OH",568800.0,3238.0,69.0,331.0,1086.0,1752.0,12.0,569.27,12.13,58.19,190.93,308.02
152,1977,TXDPD00,"Dallas, TX",873700.0,8899.0,224.0,637.0,4401.0,3637.0,12.0,1018.54,25.64,72.91,503.72,416.28
153,1977,CODPD00,"Denver, CO",520200.0,5032.0,73.0,466.0,2005.0,2488.0,12.0,967.32,14.03,89.58,385.43,478.28
154,1977,MI82349,"Detroit, MI",1316352.0,24070.0,479.0,1277.0,6482.0,15832.0,12.0,1828.54,36.39,97.01,492.42,1202.72
155,1977,TX07102,"El Paso, TX",386000.0,1560.0,32.0,107.0,597.0,824.0,12.0,404.15,8.29,27.72,154.66,213.47
156,1977,VA02901,"Fairfax County, VA",517610.0,841.0,13.0,89.0,320.0,419.0,12.0,162.48,2.51,17.19,61.82,80.95
157,1977,TX22012,"Fort Worth, TX",383028.0,2561.0,102.0,208.0,1119.0,1132.0,12.0,668.62,26.63,54.3,292.15,295.54
158,1977,CA01005,"Fresno, CA",182629.0,1673.0,52.0,71.0,592.0,958.0,12.0,916.06,28.47,38.88,324.15,524.56
159,1977,HI00200,"Honolulu, HI",721983.0,1660.0,46.0,176.0,357.0,1081.0,12.0,229.92,6.37,24.38,49.45,149.73
160,1977,TXHPD00,"Houston, TX",1613303.0,9304.0,376.0,965.0,1810.0,6153.0,12.0,576.71,23.31,59.82,112.19,381.39
161,1977,INIPD00,"Indianapolis, IN",509000.0,3785.0,80.0,346.0,1220.0,2139.0,12.0,743.61,15.72,67.98,239.69,420.24
162,1977,FL01602,"Jacksonville, FL",528698.0,4171.0,77.0,299.0,2329.0,1466.0,12.0,788.92,14.56,56.55,440.52,277.28
163,1977,MOKPD00,"Kansas City, MO",492055.0,5616.0,97.0,325.0,2868.0,2326.0,12.0,1141.34,19.71,66.05,582.86,472.71
164,1977,NV00201,"Las Vegas, NV",279791.0,2729.0,59.0,183.0,1068.0,1419.0,12.0,975.37,21.09,65.41,381.71,507.16
165,1977,CA01941,"Long Beach, CA",346662.0,3391.0,75.0,226.0,1094.0,1996.0,12.0,978.19,21.63,65.19,315.58,575.78
166,1977,CA01900,"Los Angeles County, CA",1040180.0,10589.0,173.0,631.0,6822.0,2963.0,12.0,1018.0,16.63,60.66,655.85,284.85
167,1977,CA01942,"Los Angeles, CA",2785393.0,33676.0,576.0,2339.0,15515.0,15246.0,12.0,1209.02,20.68,83.97,557.01,547.36
169,1977,TNMPD00,"Memphis, TN",667150.0,5231.0,105.0,581.0,1796.0,2749.0,12.0,784.08,15.74,87.09,269.2,412.05
170,1977,AZ00717,"Mesa, AZ",116400.0,385.0,4.0,34.0,264.0,83.0,12.0,330.76,3.44,29.21,226.8,71.31
171,1977,FL01300,"Miami-Dade County, FL",657954.0,7204.0,90.0,277.0,4676.0,2161.0,12.0,1094.91,13.68,42.1,710.69,328.44
172,1977,FL01306,"Miami, FL",333713.0,5346.0,84.0,178.0,2637.0,2447.0,12.0,1601.98,25.17,53.34,790.2,733.26
173,1977,WIMPD00,"Milwaukee, WI",640489.0,2535.0,54.0,213.0,879.0,1389.0,12.0,395.79,8.43,33.26,137.24,216.87
174,1977,MN02711,"Minneapolis, MN",390294.0,3130.0,38.0,324.0,1116.0,1652.0,12.0,801.96,9.74,83.01,285.94,423.27
175,1977,MD01604,"Montgomery County, MD",491003.0,916.0,14.0,105.0,313.0,484.0,12.0,186.56,2.85,21.38,63.75,98.57
176,1977,TN01901,"Nashville, TN",456589.0,2957.0,82.0,187.0,1000.0,1688.0,12.0,647.63,17.96,40.96,219.02,369.7
177,1977,NY02900,"Nassau County, NY",1044946.0,1058.0,19.0,48.0,257.0,734.0,12.0,101.25,1.82,4.59,24.59,70.24
178,1977,LANPD00,"New Orleans, LA",587776.0,5947.0,173.0,360.0,2135.0,3279.0,12.0,1011.78,29.43,61.25,363.23,557.87
179,1977,NY03030,"New York City, NY",7481613.0,121916.0,1557.0,3899.0,42056.0,74404.0,12.0,1629.54,20.81,52.11,562.12,994.49
180,1977,NJNPD00,"Newark, NJ",351412.0,6175.0,92.0,324.0,2556.0,3203.0,12.0,1757.2,26.18,92.2,727.35,911.47
181,1977,CA00109,"Oakland, CA",339264.0,5764.0,94.0,366.0,2267.0,3037.0,12.0,1698.97,27.71,107.88,668.21,895.17
182,1977,OK05506,"Oklahoma City, OK",373570.0,2695.0,67.0,251.0,1602.0,775.0,12.0,721.42,17.94,67.19,428.84,207.46
183,1977,NB02802,"Omaha, NE",367281.0,1918.0,31.0,172.0,906.0,809.0,12.0,522.22,8.44,46.83,246.68,220.27
184,1977,FL04804,"Orlando, FL",118374.0,1143.0,15.0,85.0,769.0,274.0,12.0,965.58,12.67,71.81,649.64,231.47
185,1977,PAPEP00,"Philadelphia, PA",1897706.0,12047.0,323.0,771.0,3954.0,6999.0,12.0,634.82,17.02,40.63,208.36,368.81
186,1977,AZ00723,"Phoenix, AZ",682200.0,4295.0,70.0,316.0,2315.0,1594.0,12.0,629.58,10.26,46.32,339.34,233.66
187,1977,PAPPD00,"Pittsburgh, PA",482413.0,4572.0,52.0,252.0,1729.0,2539.0,12.0,947.74,10.78,52.24,358.41,526.31
188,1977,OR02602,"Portland, OR",385230.0,3973.0,41.0,337.0,1892.0,1703.0,12.0,1031.33,10.64,87.48,491.14,442.07
189,1977,MD01721,"Prince George's County, MD",550201.0,3724.0,51.0,264.0,1476.0,1933.0,12.0,676.84,9.27,47.98,268.27,351.33
190,1977,NC09201,"Raleigh, NC",152840.0,571.0,10.0,39.0,402.0,120.0,12.0,373.59,6.54,25.52,263.02,78.51
191,1977,CA03404,"Sacramento, CA",265220.0,2915.0,41.0,205.0,1393.0,1276.0,12.0,1099.09,15.46,77.29,525.22,481.11
192,1977,UT01803,"Salt Lake City, UT",180122.0,1064.0,12.0,112.0,461.0,479.0,12.0,590.71,6.66,62.18,255.94,265.93
193,1977,TXSPD00,"San Antonio, TX",764217.0,3755.0,146.0,273.0,1876.0,1460.0,12.0,491.35,19.1,35.72,245.48,191.05
194,1977,CA03711,"San Diego, CA",788621.0,4414.0,50.0,298.0,1585.0,2481.0,12.0,559.71,6.34,37.79,200.98,314.6
195,1977,CA03801,"San Francisco, CA",676625.0,9367.0,141.0,595.0,3208.0,5423.0,12.0,1384.37,20.84,87.94,474.12,801.48
196,1977,CA04313,"San Jose, CA",568303.0,2670.0,41.0,322.0,1276.0,1031.0,12.0,469.82,7.21,56.66,224.53,181.42
